Subject,Condition,cType,gType,pType,trialsequence,stimulusNo,word1,word2,word3,word4,word5,word6,wl1,wl2,wl3,wl4,wl5,wl6,probeAns,probeACC,probeRT
9,1,0,0,3,197,194,1100.979664,717.487217,800.811533,1684.487941,567.722842,1117.852172,4,3,3,4,3,3,f,1,1102.209887
18,2,3,2,2,72,15,800.762992,834.241804,834.133282,800.779378,767.193281,667.557308,3,3,2,3,3,4,j,1,818.464098
9,4,1,2,5,206,206,767.452063,950.957743,617.276481,1001.063884,583.823021,850.401345,4,3,3,2,3,4,f,1,968.505498
9,4,3,1,8,277,207,800.797929,967.696995,617.159611,1117.284829,584.480335,550.563726,3,3,2,2,3,3,f,1,1068.884427
18,2,3,2,8,39,18,750.735691,817.501315,650.621728,700.66356,750.838338,750.744657,3,2,2,3,3,3,f,1,968.795816
9,4,2,3,7,250,209,951.109859,784.013846,583.915157,1000.950416,567.233721,700.68613,3,4,3,3,3,2,f,1,768.480701
18,2,0,1,0,136,21,800.677349,767.481126,550.389349,684.180927,650.61709,650.685728,4,3,2,3,3,3,j,1,1119.300984
9,4,3,3,2,305,213,934.274144,867.427824,567.359557,1451.438207,600.569384,834.181514,3,3,3,4,3,4,j,1,668.465057
9,1,3,3,2,322,214,1001.103768,617.123128,550.695436,1334.598287,633.971211,767.42331,3,3,2,3,3,3,j,1,601.570505
18,2,3,3,2,116,49,784.118967,750.793198,583.814982,800.895011,617.322857,617.147553,3,3,2,3,3,3,j,1,1118.886684
18,2,0,2,0,80,50,734.016536,817.591287,834.095253,817.500388,734.034778,850.923857,4,3,4,4,3,4,j,1,1118.831032
18,2,2,3,7,64,57,767.492257,817.555731,834.052277,1034.358117,900.932607,750.709411,3,3,2,4,3,4,f,1,1185.528946
18,2,1,0,4,28,77,1001.048735,684.043651,767.397648,750.731981,717.37313,834.222635,4,2,2,3,4,3,f,1,1485.895261
9,1,2,0,6,326,229,1167.938216,567.360485,483.60641,1334.693205,633.954206,984.272072,3,3,1,4,2,2,f,1,1235.69445
18,2,3,0,2,2,93,734.20699,667.239163,717.34314,700.695096,667.318931,784.130407,3,3,4,3,4,4,j,1,1102.260592
18,2,2,2,1,131,103,767.285107,617.150336,684.241835,767.263773,750.797218,667.359743,3,3,4,4,3,2,j,1,1135.663655
18,2,0,1,3,51,104,917.499955,817.604581,883.834399,751.119691,733.912034,750.802474,4,3,2,4,3,3,f,1,1785.564069
18,2,1,3,5,89,112,784.18946,850.977964,717.31284,684.084154,750.711266,667.317385,4,3,2,3,3,3,f,1,1269.014035
18,2,2,2,6,19,121,850.875007,900.853457,867.567263,1000.973295,917.620226,750.719305,3,5,4,4,3,3,f,1,1385.755636
18,2,0,0,0,166,138,650.650481,700.809492,800.708267,767.468141,667.323259,600.686253,4,2,2,4,2,3,j,1,968.732744
18,2,0,3,4,56,141,834.185533,700.770536,734.055802,683.925545,850.815645,733.99984,4,4,2,4,3,4,f,1,1335.844587
18,2,2,3,2,109,157,750.641701,684.184327,683.939767,817.470707,750.804638,684.000984,3,3,4,4,3,4,j,1,1151.382926
18,2,1,2,5,147,158,734.162468,800.6959,600.668321,617.196713,583.885784,634.021297,4,3,2,3,3,4,f,1,1151.416627
18,2,1,0,0,169,159,617.226084,650.77137,550.411301,617.335225,667.30038,583.928451,4,3,2,3,2,2,j,1,918.674835
9,4,0,1,3,309,254,900.968163,817.408253,600.164359,1418.530139,700.674999,784.135354,4,4,2,4,3,2,f,1,985.446334
9,1,1,1,0,292,262,1101.09808,700.718284,884.208196,1567.735828,583.750983,784.792359,4,4,1,3,3,4,j,1,785.882832
9,4,1,2,1,330,263,800.780306,867.574065,517.186324,1134.465278,717.375604,834.153688,4,3,3,2,3,4,j,1,717.667468
9,1,1,3,1,190,264,917.46038,684.018299,750.761971,1117.12993,667.983665,834.161727,4,4,1,3,3,3,j,1,868.575186
18,2,3,3,8,174,162,784.169672,700.687366,800.751243,900.988568,717.307584,617.327495,3,3,2,3,3,2,f,1,768.660643
18,2,0,2,3,203,181,817.620349,700.815057,733.925638,817.713103,817.202649,684.120018,4,3,4,4,3,2,f,1,885.586825
9,4,2,2,1,280,268,968.225072,1067.637509,450.415134,1200.974903,450.685666,784.214812,3,4,3,4,3,3,j,1,968.61
9,4,2,1,1,337,272,1067.733663,850.849654,550.449639,1201.235231,483.87014,634.076022,3,4,3,4,3,2,j,1,901.953825
18,2,2,3,7,346,186,717.389826,667.436419,617.183418,750.757024,683.969139,684.075806,3,3,4,4,3,4,f,1,1085.717669
9,4,0,1,0,262,275,716.693864,834.877785,550.534045,900.899216,550.730992,567.121798,4,4,2,2,4,4,j,1,1085.531543
9,1,0,1,3,333,277,867.470799,784.178329,583.916084,1668.368593,984.290623,834.096181,4,2,3,4,3,5,f,1,1502.679344
18,2,1,1,0,228,242,967.611971,850.858311,784.028996,884.305278,817.435151,1467.616608,4,4,2,3,3,4,j,1,1168.903472
9,4,0,2,3,310,283,1234.586662,934.351129,700.616255,967.512106,567.394185,1034.369247,4,4,3,2,3,4,f,1,918.576207
9,4,3,3,2,200,285,1134.461259,984.34813,750.759189,1367.998568,684.00624,1134.479191,3,3,3,4,3,3,j,1,718.479372
9,1,0,3,4,290,286,934.088018,683.88968,984.322778,1251.324677,533.800358,967.648454,4,3,3,4,3,3,f,1,885.31753
9,4,3,1,2,308,287,1017.765416,767.358073,567.335132,1267.820914,517.169629,550.564035,3,3,3,4,2,4,j,1,1085.541746
9,4,3,0,7,296,291,916.5078,750.961391,850.759065,1384.452447,517.377088,800.719397,3,3,3,4,3,4,f,1,869.196327
9,4,2,0,1,223,294,850.853674,934.269197,617.229485,1267.986943,583.877127,800.831011,3,4,3,3,2,2,j,1,952.191985
18,2,3,0,7,287,244,750.132174,734.782372,584.03419,800.713523,600.589171,583.860122,3,3,2,3,2,3,f,1,1252.360426
18,2,3,1,2,328,245,750.677875,834.19821,717.432801,733.931203,784.157305,700.778883,3,4,3,3,2,3,j,1,1953.985223
9,4,1,1,5,324,305,1034.365228,800.973233,533.672667,1134.34408,467.346077,900.853457,4,3,2,4,3,3,f,1,1018.850325
9,1,1,3,5,315,308,967.553536,667.434873,550.547339,1518.175696,550.534663,817.514919,4,2,3,3,3,3,f,1,1068.078089
18,2,1,2,1,183,246,834.211195,700.726632,750.735691,783.956648,717.562038,717.397864,4,3,4,3,3,2,j,1,1369.152114
18,2,2,1,6,261,247,784.168126,784.009518,684.010878,750.753005,700.691695,667.341192,3,2,3,4,3,3,f,1,1018.688933
18,2,1,3,1,198,248,784.137209,717.394773,683.971303,817.537489,734.210082,633.803635,4,3,3,3,4,3,j,1,1084.369649
18,2,0,0,3,237,252,850.682698,767.591503,734.185657,767.292527,834.213978,717.350869,4,3,3,4,3,3,f,1,1235.682701
18,2,2,0,1,180,253,734.049618,700.699734,550.581658,684.026337,717.39199,567.199712,3,3,2,4,2,3,j,1,1769.419059
18,2,3,1,8,263,279,850.818427,801.318895,750.659324,750.81515,767.462575,750.718377,3,3,4,3,3,3,f,1,984.622372
18,2,1,3,1,323,296,800.800402,667.353559,600.641113,784.045692,650.660375,583.926287,4,2,4,3,2,2,j,1,1168.940574
18,2,2,0,6,329,297,632.843017,751.77917,633.9035,684.113216,717.333555,734.059821,3,3,2,4,3,4,f,1,1485.906083
18,2,3,3,2,255,309,834.21305,850.880263,817.430514,734.069097,700.660159,700.766207,3,3,2,3,3,4,j,1,901.176549
9,1,1,2,5,255,329,800.964267,667.316457,683.971303,1551.658528,633.980795,867.379901,4,3,3,3,3,3,f,1,935.461082
9,4,0,2,0,306,330,967.701633,717.3957,750.74002,1101.016765,667.340883,550.614431,4,4,3,3,5,3,j,1,985.705116
9,1,2,1,6,225,332,834.126171,667.372419,684.022009,1734.989213,667.259569,700.748893,3,3,2,4,4,4,f,1,1168.837618
9,4,3,2,8,239,337,750.85658,834.064335,784.146484,950.986497,667.277192,867.531089,3,3,3,2,4,4,f,1,735.309831
9,4,2,3,7,319,338,934.711632,917.661037,567.214243,1117.699437,567.214243,650.7488,3,4,3,4,3,4,f,1,918.601869
9,1,0,2,0,212,339,717.554309,617.122819,1051.048209,2419.085115,684.017062,984.109135,4,2,1,4,3,4,j,1,968.820242
9,4,2,2,6,342,340,1001.606184,750.849778,483.717405,1184.515149,567.302359,850.760611,3,4,2,2,3,2,f,1,1869.456964
18,2,1,1,5,344,317,734.054565,750.765681,717.427545,767.361474,617.436635,767.35931,4,4,3,3,3,4,f,1,1519.274209
9,1,2,3,7,215,344,1101.11292,750.74342,934.313101,1651.600588,717.386425,717.259352,3,3,2,4,3,4,f,1,1085.51021
18,2,2,2,1,251,323,834.180586,800.884499,816.860388,851.453481,800.854508,717.383642,3,3,3,4,3,4,j,1,1736.123281
9,1,0,2,0,241,346,884.239423,734.005097,867.499862,1051.051919,767.514827,784.041363,4,3,3,4,3,3,j,1,951.183135
18,2,0,3,0,209,324,700.499077,684.146298,734.082082,817.481837,750.78516,700.634497,4,3,4,4,4,4,j,1,1002.113237
18,2,0,3,4,290,326,717.359526,750.797836,750.706937,717.389516,734.099396,633.921433,4,3,4,4,3,3,f,1,1469.292667
9,1,2,2,6,237,349,750.753005,634.023153,617.215572,1051.054702,784.116803,850.319722,3,3,3,4,3,3,f,1,1135.523597
9,1,0,0,0,202,352,867.585196,1301.218103,700.803618,1251.186783,934.256212,950.874574,4,2,2,4,2,3,j,1,1052.147031
18,2,0,2,0,269,345,800.852035,750.817933,667.212883,733.560806,684.457642,684.063439,4,3,2,4,3,4,j,1,1102.188863
10,1,0,1,0,70,3,784.097324,1151.146095,967.550753,1301.456789,700.645009,800.852035,4,3,4,4,3,4,j,1,1152.176588
10,1,2,3,2,89,7,900.902617,734.040034,817.513683,1718.353227,1034.454271,1451.382555,3,3,3,4,3,3,j,1,1836.253012
18,2,1,2,5,270,347,767.397339,767.431348,717.366328,750.940367,683.905448,717.475159,4,3,2,3,3,4,f,1,852.06009
10,4,1,0,0,68,9,1067.825489,934.180772,817.567171,850.846872,834.169456,817.500697,4,3,2,2,3,3,j,1,851.951259
10,4,3,3,8,78,10,617.503109,1001.205179,767.348798,884.132447,800.798547,967.635778,3,3,4,2,2,3,f,1,1117.759109
18,2,3,2,8,227,348,834.087833,800.672093,700.852777,734.069097,684.116308,750.694261,3,3,3,3,3,4,f,1,952.147773
10,4,0,3,0,170,12,917.448941,1351.429983,1801.677233,934.321758,1551.123958,434.088327,4,4,3,3,3,4,j,1,1285.819451
19,2,3,2,2,129,15,700.610381,734.082391,817.48462,1067.745721,834.166983,784.003953,3,3,2,3,3,4,j,1,818.645277
19,2,3,2,8,22,18,767.445261,1000.946706,684.051999,734.065386,767.42331,867.54964,3,2,2,3,3,3,f,1,768.732064
10,4,2,2,1,66,17,967.544879,1167.933269,1301.232943,1635.01438,784.205228,684.059728,3,4,3,5,2,3,j,1,1185.523999
19,2,0,1,0,138,21,583.988432,1751.660445,700.876584,683.853815,684.082608,683.996965,4,3,2,3,3,3,j,1,701.835038
19,2,3,3,2,103,49,717.369111,667.404883,567.091808,667.359124,717.536067,834.058152,3,3,2,3,3,3,j,1,1035.468997
10,1,2,0,1,48,26,1384.588795,884.336505,984.511995,1701.447328,1051.122412,867.398761,3,2,3,4,3,4,j,1,1002.054803
19,2,0,2,0,175,50,617.291012,667.236999,634.026553,633.887114,600.752108,683.898337,4,3,4,4,3,4,j,1,1185.631903
10,1,0,2,3,27,29,633.870727,617.372326,1000.998339,1885.106361,550.602682,1017.73388,4,3,3,4,3,3,f,1,1436.378106
19,2,2,3,7,163,57,534.344513,583.950094,600.592263,617.314819,634.131365,1317.871094,3,3,2,4,3,4,f,1,1052.060151
10,1,1,0,4,39,35,917.537366,901.027525,917.462854,1334.72876,700.729415,784.232126,4,3,3,3,4,4,f,1,1619.405177
10,4,3,2,2,93,39,933.410608,734.891512,483.844478,984.328034,617.387476,633.85094,3,3,3,2,3,4,j,1,885.336699
10,4,2,3,2,128,42,1017.578672,2385.778206,1017.567232,450.505724,717.483507,1251.114126,3,4,3,3,3,3,j,1,2119.95366
10,4,1,1,0,9,43,850.675278,951.035965,750.651904,1001.024,950.87983,933.573236,4,3,3,3,3,3,j,1,1268.085262
10,4,3,2,8,55,44,2452.439328,967.716164,850.766794,1134.400969,667.392516,817.579538,3,3,4,3,3,3,f,1,1152.68055
10,4,0,3,4,150,46,900.940027,767.455155,867.425659,700.735598,917.428535,817.611074,4,4,3,4,3,3,f,1,1235.650237
19,2,1,0,4,0,77,817.51461,717.35056,1301.2719,784.030851,817.57861,817.388156,4,2,2,3,4,3,f,1,1686.09969
19,2,3,0,2,68,93,650.397264,700.798362,750.793198,700.654593,700.939347,833.854712,3,3,4,3,4,4,j,1,785.126581
19,2,2,2,1,85,103,683.95368,684.022318,683.989236,750.72858,717.378695,800.802257,3,3,4,4,3,2,j,1,751.835131
10,1,2,2,1,171,52,700.788777,784.109073,1718.388782,2118.77538,767.008082,1034.447779,3,3,3,4,3,3,j,1,1152.220182
19,2,0,1,3,89,104,634.025626,617.198877,667.536593,617.216191,750.696425,733.581212,4,3,2,4,3,3,f,1,967.920222
19,2,1,3,5,141,112,683.996037,650.655428,684.005313,667.275337,700.774864,750.767536,4,3,2,3,3,3,f,1,751.001585
19,2,2,2,6,167,121,850.866968,750.807111,867.569119,867.543457,884.148215,700.762497,3,5,4,4,3,3,f,1,835.330113
10,4,2,0,6,152,66,901.006192,984.355242,633.8395,1067.744485,483.816034,734.241618,3,4,2,3,3,2,f,1,1102.74693
10,1,3,0,2,139,67,833.965707,584.037591,617.217427,1051.093349,700.59925,716.534637,3,2,3,3,3,4,j,1,1568.551132
10,1,0,3,4,41,70,884.779559,834.226654,2152.162366,1384.206032,1068.305644,667.284921,4,3,3,4,3,4,f,1,1802.893852
10,1,1,1,5,106,72,883.9018,517.527967,633.947713,567.265876,1518.194556,883.489355,4,3,3,3,3,4,f,1,2069.717664
10,4,2,1,6,157,75,967.64227,583.911755,650.62482,901.056897,583.765205,667.350776,3,4,3,2,2,2,f,1,1052.046547
10,1,2,1,1,10,76,717.353961,767.580373,750.607073,1151.226172,1101.124669,1067.453238,3,3,2,4,3,4,j,1,1169.101656
19,2,0,0,0,137,138,667.297289,650.633786,684.077042,733.572865,767.850595,800.865021,4,2,2,4,2,3,j,1,635.148873
10,1,3,3,2,160,81,818.01548,550.471591,583.847755,2385.777279,633.969665,450.411733,3,3,3,3,3,2,j,1,717.462173
19,2,0,3,4,142,141,617.32966,667.295743,650.603177,717.333864,667.673559,867.276944,4,4,2,4,3,4,f,1,1085.388084
10,1,3,3,8,71,90,884.107404,767.442479,700.623985,951.015251,733.988401,734.062913,3,3,3,3,3,5,f,1,1919.556304
10,1,1,2,5,51,91,984.322778,734.092594,650.554945,1067.586804,784.172764,750.846068,4,3,3,3,3,4,f,1,1152.252955
19,2,2,3,2,125,157,700.714883,634.077877,650.60967,700.67469,650.682018,917.543859,3,3,4,4,3,4,j,1,935.391826
19,2,1,0,0,115,159,750.678184,617.395824,734.036323,717.353343,717.406521,734.081155,4,3,2,3,2,2,j,1,801.153794
10,4,0,0,0,0,97,1084.456838,1401.580646,1201.049724,884.091636,1051.111591,917.603839,4,4,2,2,2,3,j,1,1385.727192
10,1,0,3,0,84,99,850.758756,901.039583,1017.717184,2335.56849,967.717401,884.228602,4,3,3,4,3,3,j,1,1225.485983
10,1,3,2,8,146,100,583.925359,667.363453,717.011082,917.967743,617.227321,583.810654,3,3,2,3,2,3,f,1,868.619399
19,2,3,3,8,10,162,867.533563,750.744657,967.670715,850.8175,834.13421,950.957125,3,3,2,3,3,2,f,1,1018.841358
19,2,0,2,3,281,181,517.313397,483.709676,500.542918,533.818909,767.440933,583.916084,4,3,4,4,3,2,f,1,1252.383614
10,4,1,3,1,143,109,1367.464925,1018.142615,867.500481,900.940027,784.112165,934.345255,4,3,3,2,3,4,j,1,968.876203
19,2,2,3,7,197,186,617.464771,1100.999142,567.193528,834.247987,667.360979,766.727966,3,3,4,4,3,4,f,1,768.546247
19,2,1,1,0,185,242,650.662539,600.517751,634.045413,1601.589674,901.034018,884.004447,4,4,2,3,3,4,j,1,685.411149
10,4,1,0,4,64,120,667.340574,1117.734684,634.016969,934.358241,733.983763,667.324496,4,3,3,4,3,4,f,1,1068.693354
19,2,3,0,7,262,244,500.499633,533.95773,533.796339,550.469117,583.891968,633.986979,3,3,2,3,2,3,f,1,668.510506
19,2,3,1,2,180,245,716.920492,601.046447,617.286065,717.351487,967.628048,684.110125,3,4,3,3,2,3,j,1,735.141019
10,4,1,3,1,67,127,2669.409598,1100.560417,867.967032,1017.674208,1401.320626,834.234693,4,3,2,2,2,3,j,1,1736.189445
10,4,3,0,2,136,130,867.618278,667.320477,550.473755,850.967451,700.577608,583.84961,3,3,3,3,2,3,j,1,1252.348986
10,1,2,3,7,132,132,667.549578,834.821823,800.9216,667.292651,900.412259,701.102594,3,4,3,4,3,4,f,1,868.790375
10,1,2,2,1,49,133,1201.099811,1284.651991,633.933491,1117.353466,767.861725,984.436865,3,2,3,4,3,2,j,1,1468.419855
19,2,1,2,1,319,246,433.769564,383.781529,366.940558,483.848188,550.636074,533.682561,4,3,4,3,3,2,j,1,952.085009
19,2,2,1,6,337,247,483.807686,483.814488,467.102135,533.898677,483.824691,617.197022,3,2,3,4,3,3,f,1,851.956515
19,2,1,3,1,181,248,650.67367,700.700352,650.601013,634.010476,684.008096,667.340264,4,3,3,3,4,3,j,1,967.777072
10,1,3,0,7,13,143,767.450827,817.389702,734.076517,1801.850064,867.441737,634.003983,3,3,2,3,3,4,f,1,1251.658281
10,1,3,1,8,123,147,717.378695,684.161139,1067.567016,2002.017083,483.811705,433.855516,3,3,3,3,3,2,f,1,1102.106003
19,2,0,0,3,314,252,450.452854,450.441724,400.322288,450.546226,499.893333,417.676187,4,3,3,4,3,3,f,1,768.364141
19,2,2,0,1,214,253,533.868068,583.922267,517.199619,583.952876,650.596684,633.909993,3,3,2,4,2,3,j,1,835.318365
19,2,3,1,8,294,279,500.077913,517.523947,483.897966,517.08244,500.596097,667.271627,3,3,4,3,3,3,f,1,801.780499
19,2,1,3,1,291,296,483.829328,467.143874,517.128199,567.268968,549.437078,618.433119,4,2,4,3,2,2,j,1,901.851177
19,2,2,0,6,196,297,633.962244,550.833948,516.902189,617.27308,617.285447,617.297196,3,3,2,4,3,4,f,1,935.485816
19,2,3,3,2,245,309,550.482412,517.331638,600.437674,633.97523,667.328206,750.508754,3,3,2,3,3,4,j,1,917.960013
19,2,1,1,5,325,317,634.000892,600.56691,684.118472,600.537229,500.505817,667.2438,4,4,3,3,3,4,f,1,1385.90497
19,2,2,2,1,261,323,549.774701,567.927209,533.360397,534.381305,567.044504,567.417992,3,3,3,4,3,4,j,1,1052.075919
19,2,0,3,4,252,326,500.450164,1334.543872,550.625252,567.253509,633.969355,717.314077,4,3,4,4,3,3,f,1,1001.964213
19,2,0,2,0,312,345,550.686779,533.717498,483.809232,517.249706,583.9099,934.193448,4,3,2,4,3,4,j,1,718.435778
10,1,1,3,1,88,176,883.727114,701.201531,684.011187,1267.85616,1101.087567,650.746945,4,2,3,3,4,2,j,1,1302.512016
10,1,3,2,2,240,177,700.876893,500.44058,433.809448,1451.377917,500.479846,934.312173,3,3,2,3,3,3,j,1,1585.983563
19,2,1,2,5,254,347,1051.052538,483.776768,533.894658,567.121489,533.945672,599.944533,4,3,2,3,3,4,f,1,2136.575424
19,2,3,2,8,277,348,500.388329,500.629797,500.514474,483.897348,667.241636,567.1892,3,3,3,3,3,4,f,1,985.329155
10,4,0,2,0,218,183,884.155327,967.631758,567.218262,1234.522971,734.116401,650.671505,4,4,3,3,3,3,j,1,2236.692479
20,2,2,1,1,46,11,367.539746,400.287969,467.204164,450.341241,450.553337,400.269728,3,3,2,4,3,2,j,1,968.751604
10,1,1,0,0,256,187,600.623181,734.036942,517.272276,1234.511222,717.33541,417.097713,4,3,1,3,3,3,j,1,985.355744
10,1,3,1,2,221,191,767.225435,417.413385,583.750364,884.42895,800.68817,617.334297,3,2,1,3,3,3,j,1,1152.298095
10,1,3,2,8,247,193,868.041544,517.219097,634.068602,1151.034482,650.53052,483.965367,3,3,3,3,3,4,f,1,885.183964
10,1,0,0,3,303,194,984.381522,984.335763,634.016041,2052.000171,767.440933,466.987739,4,3,3,4,3,3,f,1,1035.494658
20,2,3,2,2,110,15,483.78357,450.375869,400.465129,417.022274,417.169752,466.213555,3,3,2,3,3,4,j,1,1369.077911
10,4,1,2,5,249,206,633.915249,767.465358,517.190034,917.558081,550.576093,800.802876,4,3,3,2,3,4,f,1,1017.705435
10,4,3,1,8,189,207,834.243659,867.638065,500.322783,734.236362,817.385683,984.300517,3,3,2,2,3,3,f,1,985.411396
20,2,3,2,8,59,18,383.7098,483.706894,400.499138,417.158931,400.397109,433.853661,3,2,2,3,3,3,f,1,735.186778
10,4,2,3,7,185,209,917.678661,700.705299,550.387185,750.838957,683.966975,533.932996,3,4,3,3,3,2,f,1,902.007313
20,2,0,1,0,173,21,383.808737,417.171298,817.441644,450.329183,467.321033,400.323525,4,3,2,3,3,3,j,1,1136.197607
10,4,3,3,2,336,213,1384.594051,884.921781,550.463861,834.242422,600.51064,1101.18434,3,3,3,4,3,4,j,1,1118.98593
10,1,3,3,2,202,214,900.884684,517.19931,684.01768,1101.080147,633.997181,483.844787,3,3,2,3,3,3,j,1,901.994327
20,2,3,3,2,100,49,450.247869,467.399256,450.383289,467.055758,450.5487,417.011143,3,3,2,3,3,3,j,1,635.059829
20,2,0,2,0,142,50,450.48068,483.73472,433.290646,651.260182,950.875193,1084.432103,4,3,4,4,3,4,j,1,2003.051286
20,2,2,3,7,176,57,383.715365,433.849332,333.701668,433.725351,366.934065,383.735771,3,3,2,4,3,4,f,1,835.279408
20,2,1,0,4,151,77,366.805137,383.877993,417.06123,467.225188,400.313013,450.451308,4,2,2,3,4,3,f,1,1319.147384
10,1,2,0,6,353,229,1067.703055,617.464461,500.243015,1534.965653,967.637633,433.762762,3,3,1,4,2,2,f,1,935.291342
20,2,2,2,1,127,103,483.737193,450.527057,433.82398,450.40926,784.059605,467.175101,3,3,4,4,3,2,j,1,1018.84847
20,2,1,3,5,32,112,383.630959,433.853352,400.402365,483.829328,433.753796,383.704235,4,3,2,3,3,3,f,1,1018.804566
20,2,0,0,0,37,138,517.170247,484.00185,450.283424,449.782555,434.502627,433.067728,4,2,2,4,2,3,j,1,1067.922572
20,2,0,3,4,156,141,450.519946,433.770801,400.371447,417.108844,467.116357,367.043205,4,4,2,4,3,4,f,1,1152.173496
20,2,2,3,2,88,157,417.145945,433.805738,517.098826,450.256217,433.815013,467.238173,3,3,4,4,3,4,j,1,1068.938533
20,2,1,0,0,80,159,417.010525,450.434922,417.110081,467.157478,467.16428,383.666515,4,3,2,3,2,2,j,1,968.684512
20,2,3,3,8,117,162,367.332287,466.944144,383.011056,417.774506,367.010123,366.960345,3,3,2,3,3,2,f,1,1335.81336
20,2,0,2,3,222,181,383.671152,467.102135,417.044535,450.502014,400.379486,367.043514,4,3,4,4,3,2,f,1,969.29916
20,2,2,3,7,271,186,383.720621,400.296317,467.308048,383.719075,483.711531,383.750921,3,3,4,4,3,4,f,1,985.483126
20,2,3,0,7,241,244,350.324978,417.088747,383.663732,400.513979,400.338984,367.101949,3,3,2,3,2,3,f,1,1035.465286
10,4,0,1,3,327,254,950.848912,934.385757,750.721778,617.296887,800.820808,950.936719,4,4,2,4,3,2,f,1,902.01566
10,1,1,1,0,342,262,800.804112,600.610505,566.818803,1318.295287,1301.370528,2152.210288,4,4,1,3,3,4,j,1,2553.748886
10,4,1,2,1,339,263,884.186245,700.692313,517.229609,900.812336,483.898275,717.38828,4,3,3,2,3,4,j,1,1168.949849
10,1,1,3,1,323,264,850.875007,633.791578,684.095902,1351.182331,684.185255,583.927214,4,4,1,3,3,3,j,1,1301.581388
20,2,1,2,1,227,246,400.250559,417.142854,433.871593,383.605916,400.31394,367.122664,4,3,4,3,3,2,j,1,1318.996814
20,2,2,1,6,231,247,967.61599,500.498396,450.39782,467.197053,717.377768,583.887639,3,2,3,4,3,3,f,1,1319.093587
10,4,2,2,1,296,268,617.350684,967.137381,634.383964,483.906005,600.601229,550.635765,3,4,3,4,3,3,j,1,1218.9283
10,4,2,1,1,257,272,900.947448,834.151833,450.450072,700.707772,483.748014,517.248778,3,4,3,4,3,2,j,1,851.90921
20,2,1,3,1,316,248,316.975712,400.469148,333.663639,383.725877,366.9925,350.330852,4,3,3,3,4,3,j,1,834.465959
10,4,0,1,0,317,275,967.806135,1351.375258,533.874561,750.648812,533.171179,651.432395,4,4,2,2,4,4,j,1,1718.772473
10,1,0,1,3,228,277,884.168621,800.826682,600.534756,1134.382727,1001.048425,517.377397,4,2,3,4,3,5,f,1,852.048032
20,2,0,0,3,190,252,400.435138,417.117501,383.797916,416.967858,383.740408,383.727114,4,3,3,4,3,3,f,1,1218.105884
10,4,0,2,3,212,283,1284.598813,1134.486303,500.621759,733.449502,784.536049,884.384428,4,4,3,2,3,4,f,1,2737.193658
10,4,3,3,2,277,285,900.917148,583.879292,583.824876,1001.113971,500.507672,900.874791,3,3,3,4,3,3,j,1,751.866976
10,1,0,3,4,291,286,1067.334204,1001.624426,550.402953,1918.715955,1000.952271,850.858621,4,3,3,4,3,3,f,1,1102.202776
10,4,3,1,2,301,287,800.782161,984.251667,533.940107,1134.554322,483.757599,684.022318,3,3,3,4,2,4,j,1,1068.89092
10,4,3,0,7,344,291,1134.460022,884.344235,500.388019,667.21381,650.212684,651.209477,3,3,3,4,3,4,f,1,785.34146
10,4,2,0,1,325,294,900.897979,750.762899,650.575351,951.005666,567.170649,467.183449,3,4,3,3,2,2,j,1,1018.781996
20,2,2,0,1,311,253,333.71249,383.723404,400.398655,417.063085,383.741027,350.250466,3,3,2,4,2,3,j,1,1335.773785
20,2,3,1,8,252,279,383.164717,417.499646,367.007031,366.968693,450.543134,383.759887,3,3,4,3,3,3,f,1,968.837246
10,4,1,1,5,223,305,950.992062,517.133455,1468.100782,917.672477,934.275999,583.827659,4,3,2,4,3,3,f,1,935.506531
10,1,1,3,5,306,308,1952.535483,600.465191,550.386875,1417.333926,618.100752,550.661735,4,2,3,3,3,3,f,1,802.361137
20,2,1,3,1,283,296,333.560374,400.408549,367.024964,399.943853,400.849438,383.62694,4,2,4,3,2,2,j,1,885.471192
20,2,2,0,6,218,297,384.023925,1051.136016,684.00624,650.662848,1167.695511,917.714216,3,3,2,4,3,4,f,1,1636.065897
20,2,3,3,2,187,309,400.495737,416.987646,433.768946,400.304356,483.979589,417.00867,3,3,2,3,3,4,j,1,1035.452301
20,2,1,1,5,210,317,350.502447,350.199142,367.093292,350.366717,400.307138,383.632196,4,4,3,3,3,4,f,1,901.998965
20,2,2,2,1,225,323,367.054336,467.379777,416.809559,400.426172,367.110297,433.670009,3,3,3,4,3,4,j,1,1035.816823
20,2,0,3,0,238,324,383.795751,400.408858,350.399181,400.3328,400.405148,1034.44716,4,3,4,4,4,4,j,1,767.579136
20,2,0,2,0,178,345,550.55445,467.18283,483.773676,450.405241,550.691107,400.274056,4,3,2,4,3,4,j,1,768.604064
20,2,1,2,5,224,347,417.416786,417.039897,400.38165,433.855825,400.245921,400.609824,4,3,2,3,3,4,f,1,785.127199
10,4,0,0,3,322,328,800.661272,917.627337,517.271348,1317.825026,1001.008851,516.578169,4,4,3,3,3,3,f,1,1419.150043
10,1,1,2,5,348,329,717.300473,583.82333,584.028625,2001.989566,600.595664,1317.937567,4,3,3,3,3,3,f,1,1052.147649
10,4,0,2,0,177,330,716.93626,817.951789,517.146749,1101.032224,600.725828,567.21919,4,4,3,3,5,3,j,1,785.265711
