SubjectNo,Subject,Condition,pType,trialsequence,stimulusNo,word1,word2,word3,word4,word5,word6,wl1,wl2,wl3,wl4,wl5,wl6,probeAns,probeACC,probeRT
8,5,1,1,55,19,2001.971325,2001.971325,2001.971325,2001.971325,2001.971325,2001.971325,3,3,2,3,3,3,j,1,902.2193489
8,5,2,7,56,74,1001.013489,1001.013489,1001.013489,1001.013489,1001.013489,1001.013489,3,3,3,3,3,3,f,1,752.0347072
8,5,4,0,57,7,700.3690361,700.3690361,700.3690361,700.3690361,700.3690361,700.3690361,3,3,3,3,3,3,j,1,2254.1161
8,5,2,0,58,68,1117.835549,1117.835549,1117.835549,1117.835549,1117.835549,1117.835549,3,3,3,3,3,3,j,1,1269.235883
8,5,1,6,59,51,1034.381945,1034.381945,1034.381945,1034.381945,1034.381945,1034.381945,3,3,2,3,3,3,f,1,2202.813715
8,5,2,3,63,69,984.331425,984.331425,984.331425,984.331425,984.331425,984.331425,3,3,3,3,3,3,f,1,1569.602693
8,5,2,1,64,92,750.8066481,750.8066481,750.8066481,750.8066481,750.8066481,750.8066481,3,3,3,3,3,3,j,1,902.3927983
8,5,3,5,65,36,817.4563717,817.4563717,817.4563717,817.4563717,817.4563717,817.4563717,3,3,3,2,3,3,f,1,1418.504736
8,5,4,6,66,60,834.1195756,834.1195756,834.1195756,834.1195756,834.1195756,834.1195756,3,3,3,3,3,3,f,1,2787.459204
8,5,4,0,68,95,1167.94203,1167.94203,1167.94203,1167.94203,1167.94203,1167.94203,3,3,3,3,3,3,j,1,1803.222697
8,5,1,0,69,18,1468.569787,1468.569787,1468.569787,1468.569787,1468.569787,1468.569787,3,3,2,3,3,3,j,1,2020.024907
8,5,2,7,70,8,650.6830383,650.6830383,650.6830383,650.6830383,650.6830383,650.6830383,3,3,3,3,3,3,f,1,1335.881587
8,5,2,1,73,86,1151.122073,1151.122073,1151.122073,1151.122073,1151.122073,1151.122073,3,3,3,3,3,3,j,1,802.2153915
8,5,3,2,74,0,700.8195099,700.8195099,700.8195099,700.8195099,700.8195099,700.8195099,3,3,3,2,3,3,f,1,1686.320869
8,5,1,0,75,94,1301.080395,1301.080395,1301.080395,1301.080395,1301.080395,1301.080395,3,3,2,3,3,3,j,1,1586.140061
8,5,3,2,76,65,867.5439931,867.5439931,867.5439931,867.5439931,867.5439931,867.5439931,3,3,3,2,3,3,f,1,2404.089882
8,5,2,0,78,28,533.6943308,533.6943308,533.6943308,533.6943308,533.6943308,533.6943308,3,3,3,3,3,3,j,1,935.4758821
8,5,2,1,80,81,1551.573536,1551.573536,1551.573536,1551.573536,1551.573536,1551.573536,3,3,3,3,3,3,j,1,1002.320389
8,5,1,0,81,9,734.0519272,734.0519272,734.0519272,734.0519272,734.0519272,734.0519272,3,3,2,3,3,3,j,1,1686.360443
8,5,1,4,82,25,1050.993516,1050.993516,1050.993516,1050.993516,1050.993516,1050.993516,3,3,2,3,3,3,f,1,918.8170069
8,5,2,1,87,37,1301.23684,1301.23684,1301.23684,1301.23684,1301.23684,1301.23684,3,3,3,3,3,3,j,1,1503.277916
8,5,3,3,88,77,900.9368743,900.9368743,900.9368743,900.9368743,900.9368743,900.9368743,3,3,3,2,3,3,f,1,1218.163835
8,5,2,0,89,61,750.9906096,750.9906096,750.9906096,750.9906096,750.9906096,750.9906096,3,3,3,3,3,3,j,1,1319.207562
8,5,3,4,90,56,1267.970104,1267.970104,1267.970104,1267.970104,1267.970104,1267.970104,3,3,3,2,3,3,f,1,1902.164624
8,5,4,7,92,54,767.4432626,767.4432626,767.4432626,767.4432626,767.4432626,767.4432626,3,3,3,3,3,3,f,1,885.5403769
8,5,1,6,96,62,817.8638697,817.8638697,817.8638697,817.8638697,817.8638697,817.8638697,3,3,2,3,3,3,f,1,1119.029908
8,5,1,1,97,38,517.2076682,517.2076682,517.2076682,517.2076682,517.2076682,517.2076682,3,3,2,3,3,3,j,1,685.3614859
8,5,3,1,98,4,767.241987,767.241987,767.241987,767.241987,767.241987,767.241987,3,3,3,2,3,3,j,1,2686.165042
8,5,2,2,99,90,1134.516067,1134.516067,1134.516067,1134.516067,1134.516067,1134.516067,3,3,3,3,3,3,f,1,1486.197011
8,5,2,5,102,130,867.5903699,1685.004384,1067.677126,1368.081037,600.3149916,467.4913708,3,3,3,3,3,3,f,1,1402.823485
8,5,1,2,104,178,684.0082093,1034.423375,783.7589492,1635.327353,517.1854072,467.1008777,3,3,2,3,3,3,f,1,2036.511261
8,5,2,4,107,163,533.7391617,784.2619835,900.908739,917.6177014,467.0322399,417.133527,3,3,3,3,3,3,f,1,1953.185966
8,5,4,2,108,160,700.7041862,1384.691371,1184.462084,2786.084903,934.3455237,450.2741181,3,3,3,3,3,3,f,1,968.9142127
8,5,4,1,112,102,517.4729438,1434.750239,867.5937709,1284.548592,550.546443,467.1475637,3,3,3,3,3,3,j,1,1868.809772
8,5,2,3,113,123,884.241825,1418.104349,767.4967505,550.4716217,400.3673666,417.1026091,3,3,3,3,3,3,f,1,1986.669746
8,5,2,1,114,167,750.58373,533.9861957,717.2452643,467.2928779,616.8811132,584.2280975,3,3,3,3,3,3,j,1,935.5680175
8,5,1,0,116,192,684.1720742,1334.687538,1801.831391,517.1483057,483.7708835,367.1244371,3,3,2,3,3,3,j,1,1585.221799
8,5,1,4,118,126,1868.522545,1401.438672,1501.571248,1885.118966,1067.721029,400.4115791,3,3,2,3,3,3,f,1,1651.995812
8,5,1,1,119,103,533.8971522,900.8719467,1501.4989,1968.625749,700.7072779,617.3133455,3,3,2,3,3,3,j,1,1819.782944
8,5,2,0,120,149,500.5314788,700.709133,850.8310114,500.5252952,500.5330247,483.792526,3,3,3,3,3,3,j,1,1452.790835
8,5,2,6,122,111,700.7388143,1034.308979,984.4380919,550.5142884,433.6900641,417.1205415,3,3,3,3,3,3,f,1,1119.212942
8,5,2,0,124,117,734.0760432,1851.879747,1935.233795,1051.137903,500.4501647,450.4627173,3,3,3,3,3,3,j,1,1335.941568
8,5,2,3,125,162,1134.470617,550.6215735,800.7090712,533.9042633,450.4073743,500.4807734,3,3,3,3,3,3,f,1,1536.174874
8,5,4,0,126,108,700.5106401,1401.442073,750.7154403,851.1361711,533.5836447,433.7645763,3,3,3,3,3,3,j,1,1185.833602
8,5,4,1,129,186,700.6324566,834.2481941,1017.629698,1768.458607,433.6331752,367.2533648,3,3,3,3,3,3,j,1,885.6560099
8,5,3,1,131,170,550.6803176,1951.866081,750.7992278,850.7858713,1568.36072,400.2721394,3,3,3,2,3,3,j,1,1586.189838
8,5,4,1,133,158,600.5641899,767.4376973,1434.7725,2102.229428,717.4143852,633.8250517,3,3,3,3,3,3,j,1,1252.605761
8,5,4,6,135,184,583.999305,1534.953926,3303.248359,1017.750896,417.0379907,550.5513899,3,3,3,3,3,3,f,1,1569.616606
8,5,4,7,136,100,517.1065666,967.7690135,750.713276,533.8724179,850.8473979,450.4704468,3,3,3,3,3,3,f,1,735.3062666
8,5,2,0,138,116,634.0309649,1284.518602,1217.910927,650.5197918,450.5325918,383.8813222,3,3,3,3,3,3,j,1,1386.006619
8,5,1,4,139,136,1184.455901,183.5901993,2719.497634,2035.235279,1318.109976,383.6546941,3,3,2,3,3,3,f,1,1719.809595
8,5,1,1,140,101,717.350076,1384.864512,750.6384547,1101.077118,584.0172374,350.146489,3,3,2,3,3,3,j,1,667.9049287
8,5,3,3,141,164,684.0499485,1117.87265,817.4718307,1684.984288,1551.558386,366.9095577,3,3,3,2,3,3,f,1,1452.751879
8,5,4,0,143,110,517.2555909,917.5456626,817.4922366,784.0780219,500.5327155,450.4695192,3,3,3,3,3,3,j,1,1369.324555
8,5,3,2,144,135,550.5013029,834.1770829,950.9586405,600.6167503,2102.073293,383.749612,3,3,3,2,3,3,f,1,752.0000792
8,5,3,4,145,189,567.2207773,817.4334925,750.7562519,934.2911081,800.8605689,700.6061764,3,3,3,2,3,3,f,1,1068.317126
8,5,4,0,146,180,734.0070963,900.8688549,867.7390851,1417.913277,633.9579987,634.0835253,3,3,3,3,3,3,j,1,1436.063013
8,5,4,3,147,125,617.4295968,1034.317636,800.7569939,1651.6653,417.1010632,667.3094499,3,3,3,3,3,3,f,1,1552.76573
8,5,4,1,148,146,1000.967421,634.0090132,1151.177725,1618.206873,450.4559154,467.1747715,3,3,3,3,3,3,j,1,1986.598326
8,5,3,1,149,129,684.0496393,784.1683023,900.8227873,1601.719901,483.3473082,400.7893959,3,3,3,2,3,3,j,1,918.9487171
8,5,1,0,152,109,1334.521508,1384.744241,1034.402042,1284.492322,450.4843599,433.8016777,3,3,2,3,3,3,j,1,1735.325436
8,5,1,1,154,188,700.6840896,1618.313849,1167.827943,934.2685381,2535.879608,400.3893182,3,3,2,3,3,3,j,1,752.0229584
8,5,1,3,155,153,1017.70019,967.5835062,817.484507,1201.239684,500.5555947,1284.5758,3,3,2,3,3,3,f,1,1052.436764
8,5,2,0,156,181,934.245968,1184.507533,1251.299479,700.6497707,951.0442831,1217.788492,3,3,3,3,3,3,j,1,1436.436811
8,5,3,0,159,156,583.9105706,1051.082559,734.0612026,884.2143081,1534.825926,567.2931253,3,3,3,2,3,3,j,1,1786.418198
8,5,2,2,160,124,633.9128586,2485.79817,767.3907022,467.2696894,917.5178366,517.1458323,3,3,3,3,3,3,f,1,1402.619117
8,5,2,1,161,145,817.3939176,900.7281784,667.4767158,967.6672937,884.2232742,433.7988951,3,3,3,3,3,3,j,1,685.2606935
8,5,4,2,162,134,1151.347464,1134.50339,984.3672899,734.0952123,517.0728661,450.4481859,3,3,3,3,3,3,f,1,1102.479863
8,5,4,7,163,120,717.5609361,800.912511,566.9013954,817.7936861,734.0454345,467.0906748,3,3,3,3,3,3,f,1,618.585308
8,5,1,1,164,187,800.8262501,884.1725689,1267.86962,2085.433896,417.1078651,383.7319888,3,3,2,3,3,3,j,1,919.5707853
8,5,4,0,166,171,734.132623,1251.286494,900.8892608,750.7482132,500.4949957,333.6737394,3,3,3,3,3,3,j,1,1369.370004
8,5,4,1,167,128,867.7124957,1167.737663,3520.146724,567.1830574,550.6231195,400.5160816,3,3,3,3,3,3,j,1,935.5423556
8,5,1,7,170,137,533.9187948,734.0333765,884.2671777,1418.106823,517.1492333,567.199444,3,3,2,3,3,3,f,1,1236.04675
8,5,4,7,171,142,667.3916915,1418.153509,1551.420183,784.1030654,517.241987,433.7441704,3,3,3,3,3,3,f,1,1119.130082
8,5,4,7,172,132,850.823282,834.2197496,667.2939909,984.3422463,550.4839889,417.0788023,3,3,3,3,3,3,f,1,618.7157816
8,5,2,4,174,177,684.370258,1368.024457,633.9858247,450.3838767,600.695591,417.0330438,3,3,3,3,3,3,f,1,2086.768931
8,5,2,5,176,185,467.0476989,1434.78765,600.5549145,450.5075483,383.8219599,433.4068561,3,3,3,3,3,3,f,1,1702.007994
8,5,2,5,178,147,583.9016043,750.7370829,584.0357881,734.0683137,467.0334767,1117.817307,3,3,3,3,3,3,f,1,1886.553866
8,5,3,3,181,183,517.1266632,1484.909899,700.6547175,900.8503042,734.0744973,383.8371097,3,3,3,2,3,3,f,1,635.3205506
8,5,1,0,182,194,617.4598964,1401.419194,817.5426327,1318.18387,516.9547597,900.5915213,3,3,2,3,3,3,j,1,1953.299126
8,5,1,1,183,141,500.4779908,617.4135195,817.4647196,1551.566115,850.799166,850.9222192,3,3,2,3,3,3,j,1,1436.029003
8,5,4,0,185,199,583.8406961,784.2276646,617.0666207,650.8079466,417.0083095,467.1559116,3,3,3,3,3,3,j,1,1636.385672
8,5,1,0,186,131,717.3426557,1051.076376,800.5167618,1168.149489,467.1562208,700.6859446,3,3,2,3,3,3,j,1,1703.027667
8,5,2,0,187,119,967.6301922,784.1373843,800.7628683,834.365373,550.425554,517.1050207,3,3,3,3,3,3,j,1,1436.020037
8,5,4,1,188,182,967.6512164,1351.414741,684.0236682,617.2879928,400.366439,700.7635485,3,3,3,3,3,3,j,1,1285.72842
8,5,2,1,190,148,1134.483912,867.5186404,700.7242828,450.4215965,467.1886846,500.4102805,3,3,3,3,3,3,j,1,752.0798473
8,5,1,6,191,107,1100.977253,950.957713,850.8582192,1668.347673,500.4838652,700.6664663,3,3,2,3,3,3,f,1,1603.028965
8,5,4,3,193,112,667.2933726,817.5083138,800.8114095,967.824975,383.525148,450.4676642,3,3,3,3,3,3,f,1,2687.373932
8,5,1,7,194,140,751.1114986,1084.480697,533.8619058,1384.742386,1601.59592,433.7961125,3,3,2,3,3,3,f,1,1201.502177
8,5,1,2,195,190,1034.369269,1518.157466,1101.1102,3420.161317,550.4969744,400.3939559,3,3,2,3,3,3,f,1,1368.593965
8,5,2,1,196,157,600.7150692,784.1865438,733.9672122,533.540978,500.875595,450.4713743,3,3,3,3,3,3,j,1,818.8442764
8,5,2,0,197,115,550.4994479,1651.658807,700.8597032,633.8924527,400.3757144,433.7318033,3,3,3,3,3,3,j,1,1786.4553
8,5,1,7,198,166,634.0121049,1084.632194,817.2442749,2969.6346,717.3046267,383.8027907,3,3,2,3,3,3,f,1,1435.972733
8,5,2,2,199,127,600.6207697,800.7783273,417.0330439,500.5256044,483.9007386,400.3673666,3,3,3,3,3,3,f,1,1569.527253
9,6,1,6,0,62,600.5444025,450.4518961,467.1920855,517.1578904,500.4566574,483.882188,3,3,2,3,3,3,f,1,1352.662279
9,6,2,1,2,6,717.3825398,567.1944971,600.65076,583.8552276,533.8350072,600.6000547,3,3,3,3,3,3,j,1,1302.678542
9,6,4,2,3,27,617.222756,583.9028411,617.2539832,550.5922015,567.3435214,583.8097782,3,3,3,3,3,3,f,1,2304.171258
9,6,3,1,4,63,784.0801863,583.9167541,550.5439696,650.7185939,650.5967774,684.0616972,3,3,3,2,3,3,j,1,935.5760561
9,6,3,6,7,49,884.1898829,734.0955215,700.6819253,650.6972605,617.2666595,650.7816664,3,3,3,2,3,3,f,1,1553.010291
9,6,1,3,9,15,717.3859407,700.6723407,817.6165265,733.9746325,667.2964644,717.388105,3,3,2,3,3,3,f,1,1335.986708
9,6,3,2,12,65,850.2884022,751.3217403,834.1483292,800.7894577,834.31374,817.4013379,3,3,3,2,3,3,f,1,1453.434855
9,6,4,4,13,35,1034.410389,884.2316221,967.5788685,934.2153593,967.7411874,1000.984426,3,3,3,3,3,3,f,1,1369.300748
9,6,3,1,16,97,817.5182075,717.3556413,950.9153554,717.417477,817.4872897,634.0643562,3,3,3,2,3,3,j,1,1235.887523
9,6,4,7,18,54,767.4222385,850.9061419,717.2891677,766.9297162,667.8338174,734.1094345,3,3,3,3,3,3,f,1,1152.389707
9,6,1,4,21,25,800.8107911,767.5496201,717.3578055,650.5293763,633.9629455,667.6096627,3,3,2,3,3,3,f,1,1552.886001
9,6,1,1,23,16,750.7104934,583.8521358,717.4756026,734.103251,817.4081398,734.1316954,3,3,2,3,3,3,j,1,1203.313966
9,6,1,6,24,51,700.6169977,633.5730708,617.7495971,717.426134,550.4073125,617.4215582,3,3,2,3,3,3,f,1,1402.621282
9,6,4,3,27,55,684.0416007,700.6775967,667.35459,633.5325683,684.5678233,717.2718537,3,3,3,3,3,3,f,1,1602.97826
9,6,3,1,29,33,767.5001515,750.732136,717.3506944,700.7589107,717.3955254,667.3001745,3,3,3,2,3,3,j,1,969.0335558
9,6,4,4,30,48,650.6208933,734.0955215,633.9598538,700.6667755,700.779935,666.6700677,3,3,3,3,3,3,f,1,1869.900865
9,6,2,1,33,37,800.7944046,784.0962636,684.0598421,700.6853262,684.0802481,617.2277029,3,3,3,3,3,3,j,1,802.2577489
9,6,4,1,35,45,684.0484027,617.2694421,684.157852,717.3064818,650.8268066,700.5205338,3,3,3,3,3,3,j,1,852.2489064
9,6,2,6,36,13,767.5901226,667.0466478,650.789705,650.5871929,684.0317069,634.1002211,3,3,3,3,3,3,f,1,1785.41182
9,6,2,1,39,92,717.4558153,617.19493,667.5540104,650.4437338,567.2516952,634.0693032,3,3,3,3,3,3,j,1,718.7556038
9,6,2,2,40,90,633.9790229,600.7540257,617.1340217,667.2995562,567.2495309,617.3999157,3,3,3,3,3,3,f,1,1069.135214
9,6,3,1,41,66,633.9706749,617.2561474,617.3232392,583.9421068,667.2009281,767.3307214,3,3,3,2,3,3,j,1,1853.175825
9,6,3,1,44,4,650.6193475,700.6120507,700.7530365,717.393361,784.1243988,784.0498866,3,3,3,2,3,3,j,1,1118.235936
9,6,2,0,46,61,917.5521553,750.7577979,800.8240858,650.6552121,683.9599775,600.5771754,3,3,3,3,3,3,j,1,1085.706901
9,6,2,7,47,11,717.3401823,617.2440894,734.1094345,617.3074711,617.3284954,617.220901,3,3,3,3,3,3,f,1,1436.127013
9,6,1,7,48,26,666.9684254,567.5324298,600.4519579,700.7060412,967.683371,734.0720239,3,3,2,3,3,3,f,1,1451.717675
9,6,4,1,49,10,717.4292258,617.2338865,633.9422306,617.253674,667.3490248,650.6620141,3,3,3,3,3,3,j,1,1152.588509
9,6,3,2,54,0,750.7618171,684.0360354,667.3836529,784.0229881,650.7087002,667.4504356,3,3,3,2,3,3,f,1,1769.983168
9,6,2,7,55,8,935.1209446,650.6119272,600.6430306,583.9396333,500.6229958,583.7807154,3,3,3,3,3,3,f,1,1236.003156
9,6,1,1,56,38,667.342532,600.552132,567.2813763,700.6732683,1418.046533,1868.670641,3,3,2,3,3,3,j,1,1753.112815
9,6,2,7,57,21,817.5061495,633.899873,667.4479621,650.5534922,617.3074711,566.5928348,3,3,3,3,3,3,f,1,1136.492648
9,6,2,1,58,81,734.1174732,567.0893763,600.042914,634.6607625,633.9719117,567.1988257,3,3,3,3,3,3,j,1,802.2169373
9,6,4,0,59,7,700.735104,600.5839773,700.5746402,650.6703619,600.7258906,633.8065009,3,3,3,3,3,3,j,1,1134.685497
9,6,1,0,60,50,533.9011716,667.2439039,617.3869302,667.2701841,683.9862576,617.3572489,3,3,2,3,3,3,j,1,1102.43194
9,6,2,6,61,98,700.629674,633.986134,617.2682054,633.9706751,634.000047,533.9422923,3,3,3,3,3,3,f,1,1085.728853
9,6,2,7,62,74,634.0049938,533.7957415,600.6751852,617.226157,600.7187795,550.4487425,3,3,3,3,3,3,f,1,1219.208551
9,6,4,0,64,95,684.0326345,567.3558885,650.5327773,633.8395831,517.2187985,567.2739561,3,3,3,3,3,3,j,1,1486.119717
9,6,2,4,65,73,650.6459368,734.1786906,600.4652526,550.5724141,567.2445841,633.99139,3,3,3,3,3,3,f,1,867.7805151
9,6,4,1,67,24,784.1243988,583.9362325,667.2810054,583.9247928,617.2369783,567.2631349,3,3,3,3,3,3,j,1,1619.603744
9,6,2,0,69,68,600.6312817,567.1487387,617.3662151,667.2303,584.1130828,533.7598767,3,3,3,3,3,3,j,1,1228.820927
9,6,1,1,70,43,700.691819,583.8425512,550.6385784,600.6424122,550.4880082,600.5688276,3,3,2,3,3,3,j,1,1151.670247
9,6,1,0,72,9,750.8060298,784.0876065,717.4595253,767.3820452,684.0147021,767.4809824,3,3,2,3,3,3,j,1,1486.09189
9,6,3,7,73,79,650.6465552,700.5647464,784.2598192,717.3015348,783.5935385,651.1526813,3,3,3,2,3,3,f,1,1552.888474
9,6,1,3,76,58,717.343274,850.8795525,700.6231812,917.7113826,683.9142189,684.1018905,3,3,2,3,3,3,f,1,1402.794731
9,6,1,1,78,19,851.2215045,817.6622851,717.1624043,667.3929282,734.1607583,800.7171098,3,3,2,3,3,3,j,1,1352.470897
9,6,4,1,83,31,884.3135546,834.1062808,783.806872,700.949056,734.1406617,633.9023464,3,3,3,3,3,3,j,1,1169.144118
9,6,1,0,85,96,617.3328238,550.5544816,533.7991426,500.5017975,550.5340758,483.8116951,3,3,2,3,3,3,j,1,1602.890144
9,6,2,0,87,59,884.1172258,934.2935816,817.4183427,500.509527,533.9500218,517.1616004,3,3,3,3,3,3,j,1,952.3344872
9,6,1,2,89,53,917.537624,550.6565108,583.9875562,583.911189,617.167413,550.6058054,3,3,2,3,3,3,f,1,1586.36638
9,6,1,1,91,88,717.3506944,533.2274704,617.899549,600.7221804,533.8000699,550.5501532,3,3,2,3,3,3,j,1,1069.060083
9,6,2,1,92,86,750.8217979,683.9061802,667.449508,600.5270884,550.5362402,517.217871,3,3,3,3,3,3,j,1,684.3263546
9,6,3,6,93,41,634.0890905,567.0593858,684.021504,734.0961399,600.6170595,550.5037763,3,3,3,2,3,3,f,1,1486.114461
9,6,2,1,94,23,834.0731987,750.887653,567.2337628,533.8705629,517.1170786,567.28756,3,3,3,3,3,3,j,1,1452.966449
9,6,3,1,95,67,1317.991251,784.1970559,734.1443718,717.2260951,700.1887847,617.7888629,3,3,3,2,3,3,j,1,1619.526449
9,6,4,0,98,80,700.6899639,550.4969744,667.3929283,617.255529,567.2637532,583.8243096,3,3,3,3,3,3,j,1,1352.715148
9,6,2,1,105,157,717.3689359,750.9000201,733.9310382,700.8089978,683.9404992,600.5620256,3,3,3,3,3,3,j,1,1052.441092
9,6,2,5,106,130,683.9445184,767.5468376,617.2181184,634.1988491,700.4998189,667.3552083,3,3,3,3,3,3,f,1,1436.148037
9,6,2,4,109,177,684.0363446,650.6286227,683.9751272,634.0420954,567.101125,567.3178595,3,3,3,3,3,3,f,1,1052.369053
9,6,2,1,111,145,633.9592353,633.913786,684.0808664,583.8243096,584.0453727,583.8141068,3,3,3,3,3,3,j,1,735.4413777
9,6,2,5,112,147,617.3040702,583.8883097,717.3599697,650.616874,567.2634441,700.6754325,3,3,3,3,3,3,f,1,1002.497548
9,6,2,0,118,149,800.9715641,650.5287579,633.9855156,634.0003562,567.3215697,567.1450285,3,3,3,3,3,3,j,1,1334.964562
9,6,3,2,120,135,767.330103,633.9536702,650.677164,617.2725338,850.8857361,600.5060642,3,3,3,2,3,3,f,1,1736.672529
9,6,3,3,121,164,767.4330596,917.623885,800.7801824,684.0307794,684.0372721,934.2308182,3,3,3,2,3,3,f,1,1469.432397
9,6,2,1,122,167,700.6788334,667.3783968,734.0219369,617.3127271,600.5406923,650.6196565,3,3,3,3,3,3,j,1,718.7355072
9,6,4,0,123,108,750.6829764,667.3162518,667.2893533,684.0811755,633.9592354,667.3106865,3,3,3,3,3,3,j,1,1185.796192
9,6,3,3,125,183,800.8234674,683.3011168,751.5245618,750.6118653,667.3833437,600.6315909,3,3,3,2,3,3,f,1,1035.726255
9,6,1,1,126,188,750.7825322,934.2611177,800.795023,834.2389187,633.7953705,617.4345437,3,3,2,3,3,3,j,1,1636.292919
9,6,2,0,129,116,1183.968016,668.0564265,817.4072122,616.7509489,651.0855894,700.7184083,3,3,3,3,3,3,j,1,1169.116292
9,6,3,1,130,152,934.2413303,667.37716,817.4597728,817.5182075,784.1948917,750.6863774,3,3,3,2,3,3,j,1,1285.917946
9,6,2,1,131,148,817.4730674,750.8672472,717.263815,717.3868683,700.698621,667.31316,3,3,3,3,3,3,j,1,852.1731575
9,6,3,6,132,168,750.815305,717.3547137,717.3627524,734.0302847,667.3524257,650.6159464,3,3,3,2,3,3,f,1,1602.989699
9,6,1,0,133,109,684.1461031,700.5644373,617.276244,600.6451948,600.52276,667.4173534,3,3,2,3,3,3,j,1,1385.552744
9,6,1,1,134,101,784.2063312,600.5824314,784.0328818,634.0093223,650.6638692,734.0661496,3,3,2,3,3,3,j,1,969.0032562
9,6,3,1,135,129,800.8444916,684.0310886,683.9874943,684.0536586,617.2762441,650.5921397,3,3,3,2,3,3,j,1,1002.377896
9,6,1,0,136,194,984.2952512,700.7344856,633.9824238,700.8229109,650.6774732,683.8876294,3,3,2,3,3,3,j,1,1486.129301
9,6,4,0,142,180,1017.649176,801.477381,750.7176045,734.117164,767.3687504,583.9399425,3,3,3,3,3,3,j,1,1669.653645
9,6,3,0,144,151,684.1618712,633.6763366,717.5049747,734.0642944,717.391506,667.3171794,3,3,3,2,3,3,j,1,1852.209332
9,6,3,5,146,165,684.0221223,700.6596645,567.292816,667.3542808,600.6111851,583.8805803,3,3,3,2,3,3,f,1,1235.848257
9,6,1,1,147,187,984.4343817,800.6456895,600.6977552,1317.999599,817.5008936,683.9692527,3,3,2,3,3,3,j,1,1035.771396
9,6,4,0,148,110,767.519939,667.4071505,700.5839155,884.2294578,633.7938246,433.883301,3,3,3,3,3,3,j,1,1535.114081
9,6,3,5,149,122,833.9739523,667.6374888,933.9754364,1184.515881,567.2371638,567.2220141,3,3,3,2,3,3,f,1,1552.802522
9,6,2,2,150,124,1034.487993,800.7789457,834.120194,716.7001817,784.7514139,667.4903196,3,3,3,3,3,3,f,1,1102.446472
9,6,4,1,151,182,751.1754986,934.2577169,934.3087313,1018.116036,950.4995097,784.1114133,3,3,3,3,3,3,j,1,1953.283048
9,6,2,0,152,115,1051.07483,984.3008163,751.0790349,700.4049008,350.3075714,300.263235,3,3,3,3,3,3,j,1,1335.903229
9,6,1,1,153,103,567.3150769,1301.305168,867.5242057,1367.984882,817.4968743,650.7034441,3,3,2,3,3,3,j,1,1753.037375
9,6,1,2,156,178,834.0299136,900.9928358,834.1378171,900.9863429,617.1646304,734.0714055,3,3,2,3,3,3,f,1,1369.345579
9,6,1,3,157,153,800.7981147,834.0871119,984.3703816,1167.835054,717.4224239,583.8629571,3,3,2,3,3,3,f,1,1152.601803
9,6,4,0,160,199,700.6986209,617.307162,950.9326695,1117.694254,667.4294113,834.2144936,3,3,3,3,3,3,j,1,1736.335833
9,6,4,1,163,146,767.4126538,634.0791968,583.8227638,1001.022455,667.3310924,583.9538557,3,3,3,3,3,3,j,1,1152.443504
9,6,2,0,164,119,900.8512317,617.347046,567.208101,600.6148952,483.743985,450.4976546,3,3,3,3,3,3,j,1,1185.804539
9,6,4,7,165,132,734.569493,567.1914052,684.0787022,633.856897,583.9962132,617.2614035,3,3,3,3,3,3,f,1,985.7307695
9,6,2,5,169,185,817.5117149,917.6195564,984.3014347,600.5830498,567.2557146,550.525728,3,3,3,3,3,3,f,1,902.1491653
9,6,2,4,172,163,784.2146792,1001.000194,884.210598,583.9111889,350.6986828,383.4475441,3,3,3,3,3,3,f,1,902.2802572
9,6,2,3,173,123,1101.187495,1050.967545,900.8932801,784.1243988,767.3857552,633.9969552,3,3,3,3,3,3,f,1,1085.725142
9,6,4,0,174,171,683.3144116,901.5935706,750.6591696,1418.033856,850.9713786,500.4758266,3,3,3,3,3,3,j,1,1668.405799
9,6,1,0,175,131,917.6767545,817.4186519,1034.389674,1184.498567,950.9979063,667.2800779,3,3,2,3,3,3,j,1,1369.378971
9,6,4,1,178,128,650.6434635,1034.354119,850.8242095,1051.111622,817.3719659,700.7827177,3,3,3,3,3,3,j,1,1419.41465
9,6,1,0,179,192,684.000789,717.3775929,834.116793,1468.197845,734.0336856,583.9541649,3,3,2,3,3,3,j,1,2353.81428
9,6,2,0,180,181,617.2029686,984.3193671,734.1372606,483.78727,383.734153,350.3118998,3,3,3,3,3,3,j,1,1368.334873
9,6,1,1,181,141,934.2744125,867.4756645,867.586969,1301.496859,934.0326345,633.9403754,3,3,2,3,3,3,j,1,934.5755528
9,6,4,0,182,114,700.7465437,717.4632355,834.0602133,1084.420716,967.7105787,500.4449086,3,3,3,3,3,3,j,1,2486.130847
9,6,1,4,183,126,967.6255545,734.12242,650.6252219,1551.552821,666.5865893,417.8554601,3,3,2,3,3,3,f,1,1502.853104
9,6,1,4,184,136,984.3292608,684.0007891,2168.812369,1051.107294,683.9392624,467.1478729,3,3,2,3,3,3,f,1,1336.033703
9,6,2,2,186,127,917.4887737,934.2707023,734.0531639,667.3351118,634.0012837,583.5411017,3,3,3,3,3,3,f,1,1319.071523
9,6,4,2,187,134,834.2191313,733.9839078,1084.536658,917.3926191,650.7492026,517.2392044,3,3,3,3,3,3,f,1,1018.942163
9,6,3,0,188,113,734.0772799,950.9506018,1117.76351,734.0392509,800.8788105,734.0630577,3,3,3,2,3,3,j,1,1953.213483
