Subject,Condition,RC,CE,pType,probeACC
29,4,NonRC,CE,2,1
29,4,NonRC,CE,2,1
29,4,NonRC,CE,0,1
29,4,NonRC,CE,8,1
29,4,NonRC,CE,4,1
29,2,NonRC,NonCE,2,1
29,2,NonRC,NonCE,0,1
29,3,RC,CE,0,1
29,1,RC,NonCE,1,0
29,3,RC,CE,0,1
29,2,NonRC,NonCE,7,1
29,3,RC,CE,0,1
29,4,NonRC,CE,6,1
29,1,RC,NonCE,2,1
29,1,RC,NonCE,4,1
29,1,RC,NonCE,5,0
29,4,NonRC,CE,6,1
29,1,RC,NonCE,1,1
29,2,NonRC,NonCE,4,1
29,1,RC,NonCE,2,1
29,3,RC,CE,0,1
29,1,RC,NonCE,8,1
29,1,RC,NonCE,5,1
29,4,NonRC,CE,5,1
29,2,NonRC,NonCE,2,1
29,3,RC,CE,4,1
29,4,NonRC,CE,0,1
29,1,RC,NonCE,0,1
29,1,RC,NonCE,8,1
29,2,NonRC,NonCE,1,1
29,2,NonRC,NonCE,3,1
29,4,NonRC,CE,1,1
29,3,RC,CE,1,1
29,2,NonRC,NonCE,5,1
29,4,NonRC,CE,4,1
29,2,NonRC,NonCE,6,0
29,3,RC,CE,1,1
29,3,RC,CE,3,1
29,4,NonRC,CE,1,1
29,4,NonRC,CE,2,1
29,1,RC,NonCE,7,1
29,1,RC,NonCE,1,1
29,3,RC,CE,6,0
29,2,NonRC,NonCE,0,1
29,2,NonRC,NonCE,4,1
29,1,RC,NonCE,7,1
29,4,NonRC,CE,4,0
29,1,RC,NonCE,8,0
29,3,RC,CE,8,0
29,3,RC,CE,1,1
29,2,NonRC,NonCE,2,1
29,2,NonRC,NonCE,5,1
29,2,NonRC,NonCE,0,1
29,2,NonRC,NonCE,8,1
29,3,RC,CE,3,0
29,3,RC,CE,2,1
29,3,RC,CE,6,1
29,3,RC,CE,0,1
29,3,RC,CE,0,1
29,1,RC,NonCE,1,1
29,1,RC,NonCE,2,1
29,3,RC,CE,7,1
29,2,NonRC,NonCE,3,1
29,4,NonRC,CE,0,1
29,3,RC,CE,0,0
29,2,NonRC,NonCE,7,1
29,1,RC,NonCE,0,1
29,1,RC,NonCE,2,1
29,1,RC,NonCE,8,1
29,1,RC,NonCE,3,1
29,3,RC,CE,7,1
29,4,NonRC,CE,5,1
29,4,NonRC,CE,8,1
29,3,RC,CE,2,1
29,4,NonRC,CE,7,1
29,3,RC,CE,2,1
29,4,NonRC,CE,2,1
29,1,RC,NonCE,2,1
29,3,RC,CE,1,1
29,3,RC,CE,2,1
29,3,RC,CE,5,1
29,3,RC,CE,8,1
29,1,RC,NonCE,6,1
29,3,RC,CE,8,1
29,3,RC,CE,7,1
29,2,NonRC,NonCE,0,1
29,2,NonRC,NonCE,7,1
29,2,NonRC,NonCE,2,1
29,2,NonRC,NonCE,1,1
29,2,NonRC,NonCE,6,1
29,2,NonRC,NonCE,1,1
29,2,NonRC,NonCE,3,1
29,2,NonRC,NonCE,1,1
29,4,NonRC,CE,3,1
29,1,RC,NonCE,0,1
29,4,NonRC,CE,1,1
29,1,RC,NonCE,1,1
29,3,RC,CE,1,1
29,3,RC,CE,5,1
29,4,NonRC,CE,1,1
29,4,NonRC,CE,1,1
29,3,RC,CE,2,1
29,4,NonRC,CE,0,1
29,1,RC,NonCE,3,1
29,2,NonRC,NonCE,8,1
29,4,NonRC,CE,3,1
29,4,NonRC,CE,2,1
29,1,RC,NonCE,4,1
29,4,NonRC,CE,2,1
29,4,NonRC,CE,7,1
29,4,NonRC,CE,1,1
29,2,NonRC,NonCE,1,1
29,2,NonRC,NonCE,6,1
29,4,NonRC,CE,5,1
29,1,RC,NonCE,5,1
29,2,NonRC,NonCE,2,1
29,3,RC,CE,2,1
29,3,RC,CE,4,1
29,2,NonRC,NonCE,5,1
29,3,RC,CE,3,1
29,2,NonRC,NonCE,1,1
29,2,NonRC,NonCE,0,1
29,3,RC,CE,8,1
29,2,NonRC,NonCE,4,1
29,4,NonRC,CE,3,1
29,1,RC,NonCE,5,1
29,4,NonRC,CE,0,1
29,1,RC,NonCE,6,1
29,4,NonRC,CE,8,1
29,4,NonRC,CE,7,1
29,1,RC,NonCE,0,1
29,4,NonRC,CE,6,0
29,3,RC,CE,1,1
29,1,RC,NonCE,7,1
29,2,NonRC,NonCE,0,1
29,1,RC,NonCE,0,1
29,2,NonRC,NonCE,5,1
29,2,NonRC,NonCE,8,1
29,1,RC,NonCE,6,1
29,1,RC,NonCE,0,1
30,3,RC,CE,5,0
30,1,RC,NonCE,0,0
30,1,RC,NonCE,2,1
30,3,RC,CE,6,1
30,4,NonRC,CE,0,1
30,4,NonRC,CE,8,1
30,2,NonRC,NonCE,1,1
30,4,NonRC,CE,0,1
30,3,RC,CE,1,1
30,2,NonRC,NonCE,2,1
30,4,NonRC,CE,5,1
30,4,NonRC,CE,1,1
30,2,NonRC,NonCE,8,0
30,2,NonRC,NonCE,0,1
30,1,RC,NonCE,1,1
30,3,RC,CE,4,1
30,1,RC,NonCE,3,0
30,3,RC,CE,5,0
30,1,RC,NonCE,4,0
30,1,RC,NonCE,1,0
30,4,NonRC,CE,2,1
30,4,NonRC,CE,2,0
30,4,NonRC,CE,0,1
30,4,NonRC,CE,8,1
30,4,NonRC,CE,4,0
30,2,NonRC,NonCE,2,1
30,2,NonRC,NonCE,0,1
30,3,RC,CE,0,0
30,1,RC,NonCE,1,1
30,3,RC,CE,0,1
30,2,NonRC,NonCE,7,1
30,3,RC,CE,0,1
30,4,NonRC,CE,6,1
30,1,RC,NonCE,2,1
30,1,RC,NonCE,4,0
30,1,RC,NonCE,5,1
30,4,NonRC,CE,6,1
30,1,RC,NonCE,1,1
30,2,NonRC,NonCE,4,0
30,1,RC,NonCE,2,1
30,3,RC,CE,0,1
30,1,RC,NonCE,8,1
30,1,RC,NonCE,5,0
30,4,NonRC,CE,5,1
30,2,NonRC,NonCE,2,1
30,3,RC,CE,4,1
30,4,NonRC,CE,0,1
30,1,RC,NonCE,0,1
30,1,RC,NonCE,8,0
30,2,NonRC,NonCE,1,1
30,2,NonRC,NonCE,3,1
30,4,NonRC,CE,1,1
30,3,RC,CE,1,1
30,2,NonRC,NonCE,5,1
30,4,NonRC,CE,4,0
30,2,NonRC,NonCE,6,1
30,3,RC,CE,1,1
30,3,RC,CE,3,0
30,4,NonRC,CE,1,1
30,4,NonRC,CE,2,1
30,1,RC,NonCE,7,1
30,1,RC,NonCE,1,1
30,3,RC,CE,6,1
30,2,NonRC,NonCE,0,0
30,2,NonRC,NonCE,4,0
30,1,RC,NonCE,7,1
30,4,NonRC,CE,4,0
30,1,RC,NonCE,8,0
30,3,RC,CE,8,0
30,3,RC,CE,1,1
30,2,NonRC,NonCE,2,1
30,2,NonRC,NonCE,5,0
30,2,NonRC,NonCE,0,1
30,2,NonRC,NonCE,8,0
30,3,RC,CE,3,1
30,3,RC,CE,2,1
30,3,RC,CE,6,1
30,3,RC,CE,0,1
30,3,RC,CE,0,1
30,1,RC,NonCE,1,1
30,1,RC,NonCE,2,1
30,3,RC,CE,7,1
30,2,NonRC,NonCE,3,1
30,4,NonRC,CE,0,1
30,3,RC,CE,0,0
30,2,NonRC,NonCE,7,1
30,1,RC,NonCE,0,1
30,1,RC,NonCE,2,0
30,1,RC,NonCE,8,1
30,1,RC,NonCE,3,1
30,3,RC,CE,7,1
30,4,NonRC,CE,5,1
30,4,NonRC,CE,8,1
30,3,RC,CE,2,1
30,4,NonRC,CE,7,1
30,3,RC,CE,2,1
30,4,NonRC,CE,2,1
30,1,RC,NonCE,2,1
30,3,RC,CE,1,1
30,3,RC,CE,2,1
30,3,RC,CE,5,1
30,3,RC,CE,8,1
30,1,RC,NonCE,6,1
30,3,RC,CE,8,0
30,3,RC,CE,7,1
30,2,NonRC,NonCE,0,1
30,2,NonRC,NonCE,7,1
30,2,NonRC,NonCE,2,1
30,2,NonRC,NonCE,1,1
30,2,NonRC,NonCE,6,1
30,2,NonRC,NonCE,1,1
30,2,NonRC,NonCE,3,1
30,2,NonRC,NonCE,1,1
30,4,NonRC,CE,3,1
30,1,RC,NonCE,0,1
30,4,NonRC,CE,1,1
30,1,RC,NonCE,1,1
30,3,RC,CE,1,0
30,3,RC,CE,5,1
30,4,NonRC,CE,1,0
30,4,NonRC,CE,1,1
30,3,RC,CE,2,1
30,4,NonRC,CE,0,1
30,1,RC,NonCE,3,1
30,2,NonRC,NonCE,8,1
30,4,NonRC,CE,3,1
30,4,NonRC,CE,2,1
30,1,RC,NonCE,4,0
30,4,NonRC,CE,2,1
30,4,NonRC,CE,7,1
30,4,NonRC,CE,1,1
30,2,NonRC,NonCE,1,1
30,2,NonRC,NonCE,6,1
30,4,NonRC,CE,5,1
30,1,RC,NonCE,5,1
30,2,NonRC,NonCE,2,1
30,3,RC,CE,2,1
30,3,RC,CE,4,0
30,2,NonRC,NonCE,5,1
30,3,RC,CE,3,0
30,2,NonRC,NonCE,1,1
30,2,NonRC,NonCE,0,1
30,3,RC,CE,8,1
30,2,NonRC,NonCE,4,0
30,4,NonRC,CE,3,1
30,1,RC,NonCE,5,0
30,4,NonRC,CE,0,1
30,1,RC,NonCE,6,1
30,4,NonRC,CE,8,0
30,4,NonRC,CE,7,1
30,1,RC,NonCE,0,0
30,4,NonRC,CE,6,1
30,3,RC,CE,1,1
30,1,RC,NonCE,7,1
30,2,NonRC,NonCE,0,1
30,1,RC,NonCE,0,1
30,2,NonRC,NonCE,5,1
30,2,NonRC,NonCE,8,1
30,1,RC,NonCE,6,0
30,1,RC,NonCE,0,1
